time,hex_id,num_vehicles,avg_speed,avg_sin,avg_cos,label
8,7_5,1,13.89,0.06975647374412527,-0.9975640502598242,1
9,-1_3,6,13.141666666666666,0.03891101664102858,0.9992426796249055,1
9,-1_6,1,11.91,-0.96862655094952,0.24852083372553874,1
9,-1_8,1,13.89,-0.6219681214153641,0.7830425633023042,1
9,-1_9,2,13.89,-0.6219681214153641,0.7830425633023042,1
9,1_4,2,6.945,0.8022755556091286,-0.5968006226473421,1
9,1_6,1,13.89,-0.25156263237634396,0.9678410210318038,1
9,1_7,2,11.11,-0.4760654516261966,-0.6938463323456318,1
9,1_8,3,13.656666666666666,-0.8366687329036697,0.5477092580752745,1
9,2_2,4,13.807500000000001,-0.6363475293115821,0.7714025031972901,1
9,2_3,1,13.89,0.28819626813408933,0.9575713608048144,1
9,2_5,2,13.89,-0.6781596698680705,-0.7349145951499599,1
9,2_6,1,13.89,0.17261679437480656,0.9849890569441702,1
9,2_7,1,13.89,-0.5383296041299124,0.842734381236064,1
9,2_9,3,13.89,-0.9997346290416701,0.023036308187606196,1
9,3_3,1,13.89,0.9104672350078648,0.4135812060250485,1
9,3_4,1,13.89,-0.824225032606736,-0.5662623911442689,1
9,3_5,3,8.223333333333334,0.3115057926840881,0.9502442534023859,1
9,3_6,1,13.89,-0.9425249130903541,-0.3341358828441213,1
9,4_3,2,13.89,-0.6078318701720586,0.25650823865563127,1
9,4_4,2,13.89,-0.2013330777585424,-0.9795163042582969,1
9,4_6,2,10.55,-0.7228518229363818,-0.04370499943206069,1
9,5_1,1,13.89,0.7392786050796452,-0.6733996911727047,1
9,5_2,1,9.14,0.8653264281300619,0.5012087117954642,1
9,5_5,1,13.89,0.4270422530134434,-0.9042316706138988,1
9,6_1,2,13.89,0.3674753565882333,-0.9300332587065641,1
9,6_2,6,13.89,0.2549394954004769,-0.966957007154377,1
9,7_5,1,13.89,0.06975647374412527,-0.9975640502598242,1
10,-1_3,5,13.594,0.03891101664102858,0.9992426796249056,1
10,-1_8,2,13.89,-0.6219681214153641,0.7830425633023042,1
10,-1_9,1,13.89,-0.6219681214153641,0.7830425633023042,1
10,0_3,1,13.89,0.03891101664102858,0.9992426796249055,1
10,0_6,1,13.89,-0.96862655094952,0.24852083372553874,1
10,1_3,1,13.89,0.4275156490493729,0.9040079478731885,1
10,1_4,2,6.945,0.8022755556091286,-0.5968006226473421,1
10,1_6,1,10.07,-0.25156263237634396,0.9678410210318038,1
10,1_7,2,11.11,-0.4760654516261966,-0.6938463323456318,1
10,1_8,3,13.733333333333334,-0.8366687329036697,0.5477092580752745,1
10,2_2,4,13.8275,-0.6363475293115821,0.7714025031972901,1
10,2_3,1,13.89,0.16229273692526383,0.9867426551747457,1
10,2_5,2,13.89,-0.6781596698680705,-0.7349145951499599,1
10,2_6,1,13.89,0.22256954997116063,0.974916814618373,1
10,2_7,1,13.89,-0.6173105296858449,0.7867195878704061,1
10,2_8,1,13.89,-0.9997346290416701,0.023036308187606193,1
10,2_9,2,13.89,-0.9997346290416701,0.023036308187606193,1
10,3_3,2,11.11,-0.04308507590508592,0.24775985732754474,1
10,3_4,1,13.89,-0.824225032606736,-0.5662623911442689,1
10,3_5,3,4.489999999999999,0.3115057926840881,0.9502442534023859,1
10,3_6,2,11.415,-0.7828611335299023,0.22396436478980325,1
10,4_2,1,13.89,0.7720684616811867,0.6355393697303464,1
10,4_3,2,13.89,-0.6087424343350096,0.2562043631597947,1
10,4_4,2,13.89,-0.2013330777585424,-0.9795163042582969,1
10,4_6,2,10.55,-0.8248207106303378,-0.4907167563035334,1
10,5_1,1,13.89,0.7392786050796452,-0.6733996911727047,1
10,5_2,1,4.64,0.8653264281300619,0.5012087117954642,1
10,5_5,1,13.89,0.4270422530134434,-0.9042316706138988,1
10,6_1,3,13.89,0.3674753565882333,-0.9300332587065641,1
10,6_2,6,13.89,0.2549394954004769,-0.966957007154377,1
10,7_5,1,13.89,0.06975647374412527,-0.9975640502598242,1
11,-1_3,5,13.89,0.03891101664102858,0.9992426796249056,1
11,-1_8,2,13.89,-0.6219681214153641,0.7830425633023042,1
11,-1_9,1,13.89,-0.6219681214153641,0.7830425633023042,1
11,0_3,1,13.89,0.03891101664102858,0.9992426796249055,1
11,0_6,1,13.89,-0.96862655094952,0.24852083372553874,1
11,1_3,1,13.89,0.4275156490493729,0.9040079478731885,1
11,1_4,2,6.945,0.8074657634378062,-0.5898941931060228,1
11,1_6,1,5.57,-0.25156263237634396,0.9678410210318038,1
11,1_7,3,10.883333333333333,-0.6227653816594815,-0.5961755707578521,1
11,1_8,3,13.780000000000001,-0.8366687329036697,0.5477092580752745,1
11,2_2,4,13.842500000000001,-0.6363475293115821,0.7714025031972901,1
11,2_3,2,13.89,-0.28292222753510127,0.8964962172852334,1
11,2_5,3,13.89,-0.6781596698680706,-0.7349145951499599,1
11,2_6,1,13.05,0.20825311606818678,0.9780749662719572,1
11,2_7,1,13.89,-0.5774302165486729,0.816440043736558,1
11,2_8,1,13.89,-0.9997346290416701,0.023036308187606193,1
11,2_9,2,13.89,-0.9997346290416701,0.023036308187606193,1
11,3_3,3,12.036666666666667,0.048664323354876714,-0.15870011428781344,1
11,3_4,2,7.965,-0.07741753026921916,-0.6545868003536492,1
11,3_5,3,0.8466666666666667,0.3115057926840881,0.9502442534023859,1
11,3_6,3,10.863333333333335,-0.8289692242085085,0.0196015931464667,1
11,4_2,1,13.89,0.7720684616811867,0.6355393697303464,1
11,4_3,2,13.89,-0.6082458352893004,0.2563703301461353,1
11,4_4,2,13.89,-0.20141849225804181,-0.9794984213404525,1
11,4_6,1,13.89,-0.681232114449672,-0.7320674874917127,1
11,5_1,2,13.89,0.5533769808339393,-0.8017164749396344,1
11,5_2,1,0.14,0.8653264281300619,0.5012087117954642,1
11,5_6,1,13.89,0.4270422530134434,-0.9042316706138988,1
11,6_1,2,13.89,0.3674753565882333,-0.9300332587065641,1
11,6_2,8,13.89,0.2549394954004769,-0.9669570071543772,1
11,7_5,1,13.89,0.06975647374412527,-0.9975640502598242,1
12,-1_3,4,13.89,0.03891101664102858,0.9992426796249055,1
12,-1_8,2,13.89,-0.6219681214153641,0.7830425633023042,1
12,-1_9,1,13.89,-0.6219681214153641,0.7830425633023042,1
12,0_3,2,13.89,0.03891101664102858,0.9992426796249055,1
12,0_6,1,13.89,-0.96862655094952,0.24852083372553874,1
12,1_3,1,13.89,0.4275156490493729,0.9040079478731885,1
12,1_4,3,9.26,0.23412710657782976,-0.25887474975894287,1
12,1_6,1,1.07,-0.25156263237634396,0.9678410210318038,1
12,1_7,4,10.51,-0.48033231583659153,-0.19748348956652773,1
12,1_8,3,13.806666666666667,-0.8366687329036697,0.5477092580752745,1
12,2_2,4,13.855,-0.6363475293115821,0.7714025031972901,1
12,2_3,2,13.89,-0.28292222753510127,0.8964962172852334,1
12,2_5,3,13.89,-0.6781596698680706,-0.7349145951499599,1
12,2_6,1,8.55,0.20791169081775934,0.9781476007338057,1
12,2_7,1,13.89,-0.6293203910498374,0.7771459614569709,1
12,2_8,1,13.89,-0.9997346290416701,0.023036308187606193,1
12,2_9,2,13.89,-0.9997346290416701,0.023036308187606193,1
12,3_3,4,12.5,0.27549712395493475,-0.050184959766122555,1
12,3_4,2,7.965,-0.07741753026921916,-0.6545868003536492,1
12,3_5,4,3.4725,0.23035694562022999,0.9626617719452912,1
12,3_6,2,13.15,-0.8005363268891383,-0.5448613152269626,1
12,4_2,1,13.89,0.7720684616811867,0.6355393697303464,1
12,4_3,2,13.379999999999999,-0.6087424343350096,0.2562043631597947,1
12,4_4,2,12.760000000000002,-0.20492314305322457,-0.9787780636210397,1
12,4_6,3,11.663333333333334,-0.3395537976197734,-0.33054722315934004,1
12,5_1,2,13.89,0.5533769808339393,-0.8017164749396344,1
12,5_2,1,0.0,0.8653264281300619,0.5012087117954642,1
12,6_1,2,13.89,0.3674753565882333,-0.9300332587065641,1
12,6_2,9,13.89,0.2549394954004769,-0.9669570071543772,1
12,7_5,1,13.89,0.06975647374412527,-0.9975640502598242,1
13,-1_3,3,13.89,0.03891101664102858,0.9992426796249055,1
13,-1_6,1,13.89,-0.96862655094952,0.24852083372553874,1
13,-1_8,2,13.89,-0.6219681214153641,0.7830425633023042,1
13,-1_9,1,13.89,-0.6219681214153641,0.7830425633023042,1
13,0_3,3,13.89,0.03891101664102858,0.9992426796249055,1
13,0_5,2,11.11,-0.5223247431516116,0.6228134514789992,1
13,1_3,1,13.89,0.4275156490493729,0.9040079478731885,1
13,1_4,4,10.18,0.37445232660866773,-0.3456447202695395,1
13,1_6,1,0.0,-0.25156263237634396,0.9678410210318038,1
13,1_7,5,9.174000000000001,-0.3906175495748962,-0.3579066173052028,1
13,1_8,3,13.826666666666668,-0.8366687329036697,0.5477092580752745,1
13,2_2,4,13.865,-0.6363475293115821,0.7714025031972901,1
13,2_3,2,12.52,-0.23254722190532998,0.8918053332100918,1
13,2_5,3,13.89,-0.6781596698680706,-0.7349145951499599,1
13,2_6,1,4.05,0.2024454697658259,0.9792935370823674,1
13,2_7,2,13.89,-0.5726279034464472,0.8168867228261596,1
13,2_8,1,13.89,-0.9997346290416701,0.023036308187606193,1
13,2_9,2,13.89,-0.9997346290416701,0.023036308187606193,1
13,3_3,4,12.5,0.26816402577931203,-0.0387829865151203,1
13,3_4,2,9.265,-0.07741753026921916,-0.6545868003536492,1
13,3_5,4,3.4725,0.23035694562022999,0.9626617719452912,1
13,3_6,1,13.89,-0.9425249130903541,-0.3341358828441213,1
13,4_2,2,13.89,0.22523186539460346,0.7912066915165061,1
13,4_3,1,8.37,-0.8845809752150839,-0.46638664033989113,1
13,4_4,2,10.51,-0.20492314305322457,-0.9787780636210397,1
13,4_6,4,12.22,-0.5404683078500048,-0.5572082805300884,1
13,5_1,2,13.89,0.5689942996820113,-0.7837286242276268,1
13,5_2,1,0.0,0.8653264281300619,0.5012087117954642,1
13,6_1,2,13.89,0.3674753565882333,-0.9300332587065641,1
13,6_2,10,13.89,0.2549394954004769,-0.9669570071543772,1
13,7_5,1,13.89,0.06975647374412527,-0.9975640502598242,1
14,-1_3,2,13.89,0.03891101664102858,0.9992426796249055,1
14,-1_6,1,13.89,-0.96862655094952,0.24852083372553874,1
14,-1_8,3,13.89,-0.6219681214153641,0.783042563302304,1
14,0_3,4,13.89,0.03891101664102858,0.9992426796249055,1
14,0_5,2,11.11,-0.5223247431516116,0.6228134514789992,1
14,1_3,1,13.89,0.4275156490493729,0.9040079478731885,1
14,1_4,4,10.030000000000001,0.37847159488214266,-0.3372389295490704,1
14,1_6,1,0.0,-0.25156263237634396,0.9678410210318038,1
14,1_7,5,8.888,-0.3961283165312719,-0.3558273198628806,1
14,1_8,3,13.843333333333334,-0.8366687329036697,0.5477092580752745,1
14,2_2,4,13.870000000000001,-0.6363475293115821,0.7714025031972901,1
14,2_3,2,10.27,-0.22719657669722898,0.8910028095349632,1
14,2_5,3,13.660000000000002,-0.675711454806139,-0.737151298342106,1
14,2_6,1,0.0,0.2024454697658259,0.9792935370823674,1
14,2_7,2,13.89,-0.5940319596007726,0.7994273862482213,1
14,2_8,1,13.89,-0.9997346290416701,0.023036308187606193,1
14,2_9,3,13.89,-0.9997346290416701,0.023036308187606196,1
14,3_2,1,13.89,-0.3202823322984226,0.9473221350826142,1
14,3_3,5,12.778,0.18509553654056318,0.1853750189738054,1
14,3_4,2,10.565000000000001,-0.07741753026921916,-0.6545868003536492,1
14,3_5,4,3.4725,0.23035694562022999,0.9626617719452912,1
14,3_6,2,11.850000000000001,-0.9318551593280376,-0.36162991649216386,1
14,4_2,2,13.89,0.22523186539460346,0.7912066915165061,1
14,4_3,1,8.37,-0.2556144965584369,-0.9667787901837611,1
14,4_4,2,10.855,-0.3134906953684517,-0.942662445867553,1
14,4_5,1,13.89,0.9787243850527664,0.2051793803068046,1
14,4_6,3,13.6,-0.31451885983211986,-0.7869038993505345,1
14,5_1,2,13.89,0.5689942996820113,-0.7837286242276268,1
14,5_2,1,0.0,0.8653264281300619,0.5012087117954642,1
14,6_1,2,13.89,0.3674753565882333,-0.9300332587065641,1
14,6_2,11,13.890000000000002,0.2549394954004769,-0.9669570071543773,1
14,7_5,1,13.89,0.06975647374412527,-0.9975640502598242,1
15,-1_3,1,13.89,0.03891101664102858,0.9992426796249055,1
15,-1_6,2,13.89,-0.96862655094952,0.24852083372553874,1
15,-1_8,3,13.89,-0.6219681214153641,0.783042563302304,1
15,0_3,5,13.89,0.03891101664102858,0.9992426796249056,1
15,0_5,2,11.11,-0.5223247431516116,0.6228134514789992,1
15,1_3,1,11.49,0.4275156490493729,0.9040079478731885,1
15,1_4,5,11.198,0.46562122460031824,-0.38321445069519816,1
15,1_6,1,0.0,-0.25156263237634396,0.9678410210318038,1
15,1_7,6,8.795,-0.3309875892492346,-0.462841352690249,1
15,1_8,3,13.856666666666667,-0.8366687329036697,0.5477092580752745,1
15,2_2,4,13.875,-0.6363475293115821,0.7714025031972901,1
15,2_3,2,8.02,-0.20687245571569393,0.8573995599911544,1
15,2_5,3,11.530000000000001,-0.6717044950124752,-0.7407868560351453,1
15,2_6,1,0.0,0.2024454697658259,0.9792935370823674,1
15,2_7,2,13.89,-0.602170735782082,0.7943377633301232,1
15,2_8,1,13.89,-0.9997346290416701,0.023036308187606193,1
15,2_9,3,13.89,-0.9997346290416701,0.023036308187606196,1
15,3_2,1,13.89,-0.3202823322984226,0.9473221350826142,1
15,3_3,5,12.238,0.1850502676104214,0.18725944331991315,1
15,3_4,2,11.865,-0.07741753026921916,-0.6545868003536492,1
15,3_5,5,5.556,0.1816676373819151,0.9701122830710343,1
15,3_6,2,13.15,-0.8013288456625214,-0.5426424064420322,1
15,4_2,2,13.89,0.23111081584871362,0.7931629278622249,1
15,4_3,1,8.37,0.27932629476733545,-0.9601962409068011,1
15,4_4,2,10.855,-0.6017381912228956,-0.5154788041258497,1
15,4_5,1,13.89,0.9787243850527664,0.2051793803068046,1
15,4_6,3,11.683333333333332,-0.3651684297629998,-0.6983535099130113,1
15,5_1,3,13.89,0.501821318650752,-0.8324968357206058,1
15,5_2,1,0.0,0.8653264281300619,0.5012087117954642,1
15,6_1,1,13.89,0.3674753565882333,-0.9300332587065641,1
15,6_2,14,13.720714285714285,0.2549394954004769,-0.9669570071543772,1
15,7_5,1,13.89,0.06975647374412527,-0.9975640502598242,1
16,-1_3,2,13.89,0.03891101664102858,0.9992426796249055,1
16,-1_6,1,13.89,-0.96862655094952,0.24852083372553874,1
16,-1_8,3,13.89,-0.6219681214153641,0.783042563302304,1
16,0_3,5,13.89,0.03891101664102858,0.9992426796249056,1
16,0_5,3,10.183333333333334,-0.6813961306307279,0.4253303213940449,1
16,0_6,1,13.89,-0.96862655094952,0.24852083372553874,1
16,1_3,1,6.99,-0.30652607809792776,0.9518622607530478,1
16,1_4,5,12.106,0.4695371486348282,-0.3778624927043238,1
16,1_6,1,2.6,-0.27513400260920196,0.9614058875460664,1
16,1_7,6,9.228333333333333,-0.33272036891404677,-0.45855324339593606,1
16,1_8,3,13.863333333333335,-0.8366687329036697,0.5477092580752745,1
16,2_2,4,13.88,-0.6363475293115821,0.7714025031972901,1
16,2_3,2,6.945,-0.20687245571569393,0.8573995599911544,1
16,2_5,3,12.713333333333333,-0.693925991968188,-0.7184303399902251,1
16,2_6,1,0.0,0.2024454697658259,0.9792935370823674,1
16,2_7,2,13.89,-0.6285089345660315,0.7776690833944357,1
16,2_8,1,13.89,-0.9997346290416701,0.023036308187606193,1
16,2_9,3,13.89,-0.9997346290416701,0.023036308187606196,1
16,3_1,1,13.89,-0.39634684751655574,0.9181008531004032,1
16,3_2,1,8.33,-0.9819256943597179,-0.18926682423548474,1
16,3_3,5,11.338,0.18898496111510282,0.22286143784524431,1
16,3_4,2,13.165,-0.07205849464861525,-0.6622331932446841,1
16,3_5,5,6.0760000000000005,0.1871797446345508,0.9682159263494972,1
16,3_6,3,12.24,-0.8360823933833862,0.03793094891182839,1
16,4_2,2,12.885000000000002,0.2320237903083178,0.7934594831655513,1
16,4_3,2,12.43,0.2289437040263512,0.017676551351490932,1
16,4_4,2,10.855,-0.5778434143382988,-0.3342907412549213,1
16,4_5,2,13.89,0.03427305302378125,-0.10451867545933993,1
16,4_6,2,8.955,-0.08396041208342084,-0.8539923514136281,1
16,5_1,2,13.89,0.02037613826712603,-0.937576686107987,1
16,5_2,2,6.945,0.6164008923591476,-0.21441227345554992,1
16,5_5,1,13.89,0.4270422530134434,-0.9042316706138988,1
16,6_1,1,13.89,0.3674753565882333,-0.9300332587065641,1
16,6_2,14,13.720714285714285,0.2549394954004769,-0.9669570071543772,1
16,7_5,1,13.89,0.06975647374412527,-0.9975640502598242,1
17,-1_3,2,13.89,0.03891101664102858,0.9992426796249055,1
17,-1_6,1,13.89,-0.96862655094952,0.24852083372553874,1
17,-1_8,3,13.89,-0.6219681214153641,0.783042563302304,1
17,0_3,5,13.89,0.03891101664102858,0.9992426796249056,1
17,0_5,2,11.11,-0.5223247431516116,0.6228134514789992,1
17,0_6,1,13.89,-0.96862655094952,0.24852083372553874,1
17,1_3,1,6.99,-0.6902512402344372,0.7235697791884493,1
17,1_4,5,13.058000000000002,0.4693921817619149,-0.3781022166160353,1
17,1_5,2,11.11,-0.0013107859279162803,0.05441157847599065,1
17,1_6,2,9.545,-0.2596945373264888,0.9492833487319043,1
17,1_7,6,9.661666666666667,-0.3452439670918786,-0.4335832331894161,1
17,1_8,3,13.87,-0.8366687329036697,0.5477092580752745,1
17,2_2,4,13.8825,-0.6363475293115821,0.7714025031972901,1
17,2_3,2,6.945,-0.19256137625175326,0.8696656385936317,1
17,2_4,1,13.89,0.7164237199242658,-0.6976654309408465,1
17,2_5,3,12.243333333333334,-0.7037580881594776,-0.6963198930230815,1
17,2_6,1,0.0,0.2024454697658259,0.9792935370823674,1
17,2_7,2,13.89,-0.6085687779974456,0.7925293113275116,1
17,2_8,3,13.89,-0.9997346290416701,0.023036308187606196,1
17,2_9,1,13.89,-0.9997346290416701,0.023036308187606193,1
17,3_1,1,13.89,-0.4419755956333687,0.8970270747667146,1
17,3_2,1,8.33,-0.9819256943597179,-0.18926682423548474,1
17,3_3,5,10.958,0.210758626538022,0.2858477307988224,1
17,3_4,2,13.89,-0.07205849464861525,-0.6622331932446841,1
17,3_5,5,7.116,0.19866789490640832,0.9636697650990748,1
17,3_6,3,12.223333333333334,-0.8355540475344642,0.036451676388541486,1
17,4_2,2,10.635,0.2320237903083178,0.7934594831655513,1
17,4_3,3,13.783333333333333,0.04741279036853332,0.32807637144915947,1
17,4_4,2,11.025,-0.5778434143382988,-0.3342907412549213,1
17,4_5,2,13.89,0.1121792099862769,-0.22563736187331573,1
